w f
69.019019019 2.1976702464
69.2692692693 2.31627236939
69.5195195195 2.32399493546
69.7697697698 2.24768749047
70.02002002 2.41398036202
70.2702702703 2.34175627524
70.5205205205 2.50601656056
70.7707707708 2.28919665948
71.021021021 2.4254375766
71.2712712713 2.21140683117
71.5215215215 2.38417885227
71.7717717718 2.37217339165
72.022022022 2.24191657154
72.2722722723 2.40624199541
72.5225225225 2.3149656867
72.7727727728 2.35830125037
73.023023023 2.42188307005
73.2732732733 2.45724457341
73.5235235235 2.49269595548
73.7737737738 2.42514321142
74.024024024 2.25979056599
74.2742742743 2.39982368765
74.5245245245 2.36141829648
74.7747747748 2.38525395406
75.025025025 2.4078581849
75.2752752753 2.28947670528
75.5255255255 2.48458277335
75.7757757758 2.19964962992
76.026026026 2.54544417628
76.2762762763 2.25422177747
76.5265265265 2.35312162757
76.7767767768 2.30834155156
77.027027027 2.33744618078
77.2772772773 2.44175065328
77.5275275275 2.34852003072
77.7777777778 2.30931886412
78.028028028 2.33340057694
78.2782782783 2.31814679046
78.5285285285 2.47250110833
78.7787787788 2.48125475187
79.029029029 2.41195328954
79.2792792793 2.40998751797
79.5295295295 2.33976534063
79.7797797798 2.36738507838
80.03003003 2.53830467851
80.2802802803 2.37348401442
80.5305305305 2.46191198616
80.7807807808 2.54335196219
81.031031031 2.59076256767
81.2812812813 2.50848444673
81.5315315315 2.47560937202
81.7817817818 2.28295205935
82.032032032 2.45372838919
82.2822822823 2.32327031473
82.5325325325 2.31054014477
82.7827827828 2.49154882186
83.033033033 2.54042150638
83.2832832833 2.29776923631
83.5335335335 2.45974042129
83.7837837838 2.44847852506
84.034034034 2.49019560373
84.2842842843 2.46238266049
84.5345345345 2.36707254876
84.7847847848 2.53604573324
85.035035035 2.60892000314
85.2852852853 2.35217260613
85.5355355355 2.27520699176
85.7857857858 2.627873853
86.036036036 2.68181708428
86.2862862863 2.43512871053
86.5365365365 2.61310411555
86.7867867868 2.27642874247
87.037037037 2.49308295909
87.2872872873 2.29358494683
87.5375375375 2.36507478584
87.7877877878 2.56278330246
88.038038038 2.40759882347
88.2882882883 2.4479475926
88.5385385385 2.44372834215
88.7887887888 2.37238537112
89.039039039 2.40721585616
89.2892892893 2.60543579137
89.5395395395 2.44450049512
89.7897897898 2.46264833521
90.04004004 2.71228281784
90.2902902903 2.30919353617
90.5405405405 2.63611975935
90.7907907908 2.61566986553
91.041041041 2.63733244096
91.2912912913 2.40756949211
91.5415415415 2.54511755744
91.7917917918 2.48909504518
92.042042042 2.50925555943
92.2922922923 2.23869418448
92.5425425425 2.42268947676
92.7927927928 2.44243450783
93.043043043 2.45974481147
93.2932932933 2.52617749532
93.5435435435 2.56926162064
93.7937937938 2.54229186126
94.044044044 2.53918661261
94.2942942943 2.61626060831
94.5445445445 2.38020669302
94.7947947948 2.53082289136
95.045045045 2.50349241492
95.2952952953 2.38341538234
95.5455455455 2.59835243838
95.7957957958 2.31663986188
96.046046046 2.43804821455
96.2962962963 2.67210609426
96.5465465465 2.63190888875
96.7967967968 2.59627208911
97.047047047 2.33817697953
97.2972972973 2.57243854019
97.5475475475 2.5344712172
97.7977977978 2.54411300656
98.048048048 2.53895105904
98.2982982983 2.54864008981
98.5485485485 2.44256810918
98.7987987988 2.45031944273
99.049049049 2.39539816304
99.2992992993 2.55444119062
99.5495495495 2.39204927572
99.7997997998 2.52233936968
100.05005005 2.54964281335
100.3003003 2.65339564941
100.550550551 2.45269969241
100.800800801 2.45467227325
101.051051051 2.51352867299
101.301301301 2.41623988025
101.551551552 2.5133157511
101.801801802 2.56070015204
102.052052052 2.4615408846
102.302302302 2.55915442279
102.552552553 2.39947550036
102.802802803 2.36990305176
103.053053053 2.57627852312
103.303303303 2.50953873274
103.553553554 2.4271491013
103.803803804 2.555476279
104.054054054 2.33298128155
104.304304304 2.57778978451
104.554554555 2.67940118998
104.804804805 2.45403276723
105.055055055 2.62369725004
105.305305305 2.65674499808
105.555555556 2.68865775115
105.805805806 2.43378825126
106.056056056 2.55250136254
106.306306306 2.5178577359
106.556556557 2.33736264887
106.806806807 2.33346252891
107.057057057 2.648558444
107.307307307 2.37675767921
107.557557558 2.60910851554
107.807807808 2.36405264076
108.058058058 2.68195844106
108.308308308 2.74802865789
108.558558559 2.51120186075
108.808808809 2.58148033446
109.059059059 2.60003856955
109.309309309 2.38306393447
109.55955956 2.59863029752
109.80980981 2.37970018957
110.06006006 2.44508921654
110.31031031 2.61230185013
110.560560561 2.56575892932
110.810810811 2.38975943991
111.061061061 2.76415166576
111.311311311 2.62275857236
111.561561562 2.67123770809
111.811811812 2.33212513248
112.062062062 2.57919455011
112.312312312 2.73045208232
112.562562563 2.50265718077
112.812812813 2.54588563845
113.063063063 2.45078685133
113.313313313 2.49062961586
113.563563564 2.70267759801
113.813813814 2.50375147839
114.064064064 2.47885855995
114.314314314 2.57574907648
114.564564565 2.62389796742
114.814814815 2.58498813772
115.065065065 2.647318328
115.315315315 2.54835363007
115.565565566 2.56497903891
115.815815816 2.67611596333
116.066066066 2.60882081358
116.316316316 2.61417599774
116.566566567 2.57453328609
116.816816817 2.56008900922
117.067067067 2.66596138772
117.317317317 2.57986090781
117.567567568 2.56526557791
117.817817818 2.60233828779
118.068068068 2.45767419348
118.318318318 2.50072527739
118.568568569 2.6304909803
118.818818819 2.51467197321
119.069069069 2.57388595831
119.319319319 2.55306342603
119.56956957 2.53001926993
119.81981982 2.70624043042
120.07007007 2.53418258996
120.32032032 2.64487166453
120.570570571 2.52024798164
120.820820821 2.445134243
121.071071071 2.71399702926
121.321321321 2.64067261341
121.571571572 2.50097576123
121.821821822 2.52338391813
122.072072072 2.5988661718
122.322322322 2.63371883083
122.572572573 2.54628451415
122.822822823 2.54277270557
123.073073073 2.58749740625
123.323323323 2.62683910077
123.573573574 2.5808001775
123.823823824 2.39500807465
124.074074074 2.39764720905
124.324324324 2.60629800581
124.574574575 2.61250434881
124.824824825 2.54307544772
125.075075075 2.70840531377
125.325325325 2.68741773882
125.575575576 2.65751790659
125.825825826 2.64778776121
126.076076076 2.55096656139
126.326326326 2.84162446413
126.576576577 2.67840997414
126.826826827 2.69989638453
127.077077077 2.69697476776
127.327327327 2.57326847067
127.577577578 2.72329890326
127.827827828 2.47886409051
128.078078078 2.52981410608
128.328328328 2.5257476091
128.578578579 2.60430117547
128.828828829 2.82632954445
129.079079079 2.67314297546
129.329329329 2.70479281177
129.57957958 2.66686499373
129.82982983 2.73397476725
130.08008008 2.53530850304
130.33033033 2.80473803528
130.580580581 2.47531376682
130.830830831 2.73019166311
131.081081081 2.5732713017
131.331331331 2.76396811454
131.581581582 2.73053295767
131.831831832 2.60533301997
132.082082082 2.73813039745
132.332332332 2.76218328574
132.582582583 2.72975201087
132.832832833 2.74964475807
133.083083083 2.68813138616
133.333333333 2.62508922441
133.583583584 2.72698538188
133.833833834 2.80376087419
134.084084084 2.58231567457
134.334334334 2.58846817523
134.584584585 2.72250839123
134.834834835 2.78469368734
135.085085085 2.55809849256
135.335335335 2.67820853646
135.585585586 2.61020284171
135.835835836 2.69451139563
136.086086086 2.61040344137
136.336336336 2.69950084316
136.586586587 2.84574737753
136.836836837 2.64098495843
137.087087087 2.67046434128
137.337337337 2.6040057779
137.587587588 2.59688138142
137.837837838 2.75680087525
138.088088088 2.79239130674
138.338338338 2.75531716188
138.588588589 2.5987399244
138.838838839 2.74428334715
139.089089089 2.74188267422
139.339339339 2.73424871371
139.58958959 2.62141074729
139.83983984 2.77590092047
140.09009009 2.80963249566
140.34034034 2.73164322303
140.590590591 2.65812872408
140.840840841 2.87140163347
141.091091091 2.82848684547
141.341341341 2.64155328023
141.591591592 2.71464350966
141.841841842 2.67795781911
142.092092092 2.72906509682
142.342342342 2.68362862901
142.592592593 2.80490581077
142.842842843 2.72421149673
143.093093093 2.64230528133
143.343343343 2.94136471238
143.593593594 2.72588003791
143.843843844 2.77574101124
144.094094094 2.91236602759
144.344344344 2.63596221104
144.594594595 2.78497375647
144.844844845 2.91059740832
145.095095095 2.75356297797
145.345345345 2.88249957717
145.595595596 2.80953380908
145.845845846 2.94019456853
146.096096096 3.05117571123
146.346346346 3.12643787534
146.596596597 3.23524741518
146.846846847 3.27990553984
147.097097097 3.40990948665
147.347347347 3.610541179
147.597597598 3.87124823031
147.847847848 3.92719460216
148.098098098 4.04203357328
148.348348348 4.08301488699
148.598598599 4.41437105835
148.848848849 4.35583196235
149.099099099 4.53660081355
149.349349349 4.79610101728
149.5995996 4.75099669933
149.84984985 4.71277469077
150.1001001 4.86536518697
150.35035035 4.69880700187
150.600600601 4.62922574502
150.850850851 4.59123782241
151.101101101 4.46796850031
151.351351351 4.47176515867
151.601601602 3.99739701125
151.851851852 4.08209772138
152.102102102 3.90237306908
152.352352352 3.74384414787
152.602602603 3.53516173613
152.852852853 3.50558371808
153.103103103 3.27513328728
153.353353353 3.32885221546
153.603603604 3.14267904288
153.853853854 2.98329719938
154.104104104 2.98919294355
154.354354354 2.93213329728
154.604604605 2.96409533632
154.854854855 2.95890135616
155.105105105 2.85214414448
155.355355355 2.67340084383
155.605605606 2.58206330056
155.855855856 2.7823521045
156.106106106 2.70835917857
156.356356356 2.84463725512
156.606606607 2.56707254731
156.856856857 2.83620990347
157.107107107 2.6724509044
157.357357357 2.80076153599
157.607607608 2.67352352104
157.857857858 2.6472408123
158.108108108 2.83186765734
158.358358358 2.7117595417
158.608608609 2.68356004563
158.858858859 2.73925220252
159.109109109 2.78398325547
159.359359359 2.82065111307
159.60960961 2.81559188751
159.85985986 2.71731547436
160.11011011 2.76979702034
160.36036036 2.47068135124
160.610610611 2.65998774927
160.860860861 2.75162912775
161.111111111 2.77091314681
161.361361361 2.62889400856
161.611611612 2.80357496374
161.861861862 2.71764205965
162.112112112 2.81286600547
162.362362362 2.74187194622
162.612612613 2.8792940734
162.862862863 2.70061230495
163.113113113 2.82011597575
163.363363363 2.98184034679
163.613613614 2.83747469793
163.863863864 2.64130859641
164.114114114 2.84328066848
164.364364364 2.88091933284
164.614614615 2.81648878856
164.864864865 2.65198926776
165.115115115 2.71406016384
165.365365365 2.72871730847
165.615615616 2.7205750753
165.865865866 2.76726171954
166.116116116 2.90045134269
166.366366366 2.86341107786
166.616616617 2.80347524945
166.866866867 2.82207495013
167.117117117 2.9418849728
167.367367367 2.90985486353
167.617617618 2.70527189611
167.867867868 2.73881336692
168.118118118 2.74978474188
168.368368368 2.81620345625
168.618618619 2.83595284362
168.868868869 2.7587539192
169.119119119 2.8795027093
169.369369369 2.79128763865
169.61961962 2.93140175255
169.86986987 2.79346574965
170.12012012 2.95729476464
170.37037037 2.70444586108
170.620620621 2.90875048841
170.870870871 2.89954435854
171.121121121 2.64026886707
171.371371371 2.79046491663
171.621621622 2.90867739111
171.871871872 2.87126508712
172.122122122 2.84981024994
172.372372372 2.84452718611
172.622622623 2.73512251417
172.872872873 2.75200527084
173.123123123 2.82680232953
173.373373373 2.81047778129
173.623623624 2.88166309365
173.873873874 2.80710363222
174.124124124 2.94979594813
174.374374374 2.74849032842
174.624624625 2.76301162164
174.874874875 3.0472108795
175.125125125 2.73704411716
175.375375375 2.8920969032
175.625625626 2.60005864165
175.875875876 2.89347956432
176.126126126 2.66116170097
176.376376376 2.82132764703
176.626626627 2.78990872764
176.876876877 2.64638139388
177.127127127 2.84386990853
177.377377377 2.85013392924
177.627627628 2.85883175489
177.877877878 2.7380799392
178.128128128 2.81191157064
178.378378378 2.83186742347
178.628628629 2.90917042386
178.878878879 2.86428042565
179.129129129 2.71480909285
179.379379379 2.70160192859
179.62962963 2.67284299753
179.87987988 2.77735493576
180.13013013 2.81776103536
180.38038038 2.80388287124
180.630630631 2.79464589208
180.880880881 2.8055479111
181.131131131 2.72860259163
181.381381381 2.7186953204
181.631631632 2.74303804683
181.881881882 2.92413145057
182.132132132 2.83542986413
182.382382382 2.77571399229
182.632632633 2.81732999446
182.882882883 2.71672557411
183.133133133 2.97424990261
183.383383383 2.77389880106
183.633633634 2.88063415522
183.883883884 2.80089829102
184.134134134 2.86761224304
184.384384384 2.83582033408
184.634634635 2.7435461696
184.884884885 3.02576045148
185.135135135 2.73212859972
185.385385385 2.76048410746
185.635635636 2.95149132548
185.885885886 2.9010648604
186.136136136 3.00759817261
186.386386386 2.90822991859
186.636636637 2.85721049239
186.886886887 3.08064929386
187.137137137 2.84931162282
187.387387387 2.92188649663
187.637637638 2.8478722424
187.887887888 2.81708345794
188.138138138 2.74297945984
188.388388388 2.78116567673
188.638638639 2.85566601627
188.888888889 2.76659945813
189.139139139 2.78481469632
189.389389389 2.89593648449
189.63963964 2.69718941518
189.88988989 2.66629755844
190.14014014 2.80269276864
190.39039039 2.7158293745
190.640640641 2.82619645287
190.890890891 2.63960143412
191.141141141 2.90160769645
191.391391391 2.86162339822
191.641641642 3.09607115562
191.891891892 3.07708332003
192.142142142 2.81094896112
192.392392392 2.97673400912
192.642642643 2.81030681159
192.892892893 2.83244410322
193.143143143 2.83813074181
193.393393393 2.95237508789
193.643643644 2.7898272273
193.893893894 2.87361453129
194.144144144 2.67435866683
194.394394394 2.87875827569
194.644644645 2.80673488532
194.894894895 2.81369997701
195.145145145 2.74044473089
195.395395395 2.68960341403
195.645645646 2.69525372234
195.895895896 2.70280194839
196.146146146 2.77210486353
196.396396396 2.86007230412
196.646646647 2.81817188156
196.896896897 2.78867407273
197.147147147 3.06770618214
197.397397397 2.91255167136
197.647647648 2.76873577604
197.897897898 2.98007744359
198.148148148 2.95570165784
198.398398398 2.78696108489
198.648648649 3.04678140612
198.898898899 2.87838554794
199.149149149 2.82188000288
199.399399399 2.87657444785
199.64964965 2.87605131775
199.8998999 2.74938740934
200.15015015 2.78188113022
200.4004004 2.83447851719
200.650650651 2.8914351851
200.900900901 2.75619793336
201.151151151 2.9245509057
201.401401401 3.0215928524
201.651651652 2.93843665015
201.901901902 2.7935649648
202.152152152 2.98681782289
202.402402402 2.83114201597
202.652652653 2.85843670299
202.902902903 2.94923878546
203.153153153 2.87360920427
203.403403403 3.16238591488
203.653653654 2.80631371126
203.903903904 2.82454046877
204.154154154 2.80821704818
204.404404404 2.92776085873
204.654654655 2.92100377646
204.904904905 2.92671035007
205.155155155 2.85058425818
205.405405405 2.85713100098
205.655655656 2.93911558692
205.905905906 2.76736920147
206.156156156 3.02497111496
206.406406406 2.91883699032
206.656656657 2.79606820068
206.906906907 2.88387854468
207.157157157 2.97458896281
207.407407407 2.92238919177
207.657657658 2.84989317224
207.907907908 2.92826595989
208.158158158 3.02501633117
208.408408408 2.87830399245
208.658658659 2.91984305059
208.908908909 3.02784119324
209.159159159 3.0172188988
209.409409409 2.94769704113
209.65965966 2.99267103764
209.90990991 2.78987750172
210.16016016 2.97979294728
210.41041041 2.90310277612
210.660660661 2.79415555768
210.910910911 2.99236793545
211.161161161 2.83528000993
211.411411411 3.16136195379
211.661661662 2.89984778411
211.911911912 2.97880047035
212.162162162 2.8374757839
212.412412412 2.83388018886
212.662662663 2.99290736148
212.912912913 2.80670554523
213.163163163 3.13226435624
213.413413413 2.71662306956
213.663663664 2.67421917182
213.913913914 2.90272041649
214.164164164 2.77595428282
214.414414414 3.06993173759
214.664664665 2.92785120502
214.914914915 3.07816760774
215.165165165 2.85093328648
215.415415415 2.82541382255
215.665665666 2.98805735129
215.915915916 2.71423022411
216.166166166 2.80707802445
216.416416416 2.82754192821
216.666666667 2.93806395863
216.916916917 2.88477349521
217.167167167 2.83809575445
217.417417417 2.92895060894
217.667667668 2.86869184526
217.917917918 2.8449464868
218.168168168 2.80502996255
218.418418418 3.00047316336
218.668668669 2.90580803621
218.918918919 2.96743506263
219.169169169 2.8413101724
219.419419419 2.96394476379
219.66966967 2.8151600518
219.91991992 2.92049761933
220.17017017 3.01297018036
220.42042042 2.99761524603
220.670670671 2.99360035556
220.920920921 2.95143711956
221.171171171 2.99779848111
221.421421421 2.97598276446
221.671671672 3.01389392733
221.921921922 3.17347309234
222.172172172 2.8550888025
222.422422422 3.09687605337
222.672672673 2.92354636845
222.922922923 2.90451866887
223.173173173 3.09642070445
223.423423423 2.99786476282
223.673673674 2.92999430699
223.923923924 2.87828342111
224.174174174 3.08109959012
224.424424424 2.84984237909
224.674674675 2.97506128183
224.924924925 2.97354224575
225.175175175 2.95956482573
225.425425425 2.80873657779
225.675675676 3.17887520881
225.925925926 2.90384449013
226.176176176 2.8801036665
226.426426426 3.05068816574
226.676676677 3.029474403
226.926926927 2.78671573869
227.177177177 3.04451227622
227.427427427 3.04302126547
227.677677678 3.01949532377
227.927927928 3.01551976137
228.178178178 2.97681122401
228.428428428 3.00362924664
228.678678679 3.00600686175
228.928928929 2.8919339296
229.179179179 2.86092394654
229.429429429 2.97193555773
229.67967968 2.97635949964
229.92992993 2.97133359103
230.18018018 2.7925285041
230.43043043 2.86269918343
230.680680681 3.19157088035
230.930930931 2.99087488835
231.181181181 2.87733077107
231.431431431 3.02977020854
231.681681682 3.03956677132
231.931931932 2.94780313602
232.182182182 2.88369737512
232.432432432 2.83120005339
232.682682683 2.99788037576
232.932932933 2.92773771312
233.183183183 2.80712229701
233.433433433 3.06833525169
233.683683684 2.92763982506
233.933933934 3.10721358295
234.184184184 2.92896126904
234.434434434 3.05435114833
234.684684685 3.11992257085
234.934934935 2.88175012152
235.185185185 2.94109990899
235.435435435 3.01625831487
235.685685686 3.13231175492
235.935935936 3.00921923733
236.186186186 2.95672215909
236.436436436 3.03431081633
236.686686687 2.85637869387
236.936936937 3.11145917637
237.187187187 2.89685151844
237.437437437 2.88185366561
237.687687688 2.89925905761
237.937937938 2.74315960162
238.188188188 2.66285658401
238.438438438 2.66449198415
238.688688689 2.62486243726
238.938938939 2.42015473937
239.189189189 2.17901412593
239.439439439 1.90108722748
239.68968969 1.87398972766
239.93993994 1.95898466628
240.19019019 1.7588121236
240.44044044 1.89442541897
240.690690691 2.10300013488
240.940940941 2.26917821347
241.191191191 2.4962756297
241.441441441 2.5404680184
241.691691692 2.91499051209
241.941941942 2.83452005061
242.192192192 2.73589797768
242.442442442 2.86613720425
242.692692693 3.01933776045
242.942942943 2.93852972836
243.193193193 3.04442446023
243.443443443 2.8807124034
243.693693694 3.15928914812
243.943943944 2.98767707428
244.194194194 3.02519729415
244.444444444 2.95564204081
244.694694695 3.07227623043
244.944944945 2.93553295674
245.195195195 2.94589458268
245.445445445 2.89468018631
245.695695696 2.94651890812
245.945945946 2.9536637449
246.196196196 3.00558883287
246.446446446 2.87110424524
246.696696697 3.12382407559
246.946946947 3.24582934288
247.197197197 3.12545934225
247.447447447 2.97310484398
247.697697698 2.95145828389
247.947947948 2.98456917197
248.198198198 2.95910806251
248.448448448 2.92152906777
248.698698699 2.99704897219
248.948948949 3.10319947503
249.199199199 2.89524249551
249.449449449 3.16813425862
249.6996997 3.11942345879
249.94994995 3.05837590088
250.2002002 3.05447117235
250.45045045 3.04733770223
250.700700701 2.84865911386
250.950950951 3.15288263671
251.201201201 3.00779600642
251.451451451 3.00027027202
251.701701702 3.17738159264
251.951951952 3.05659718107
252.202202202 2.79040890553
252.452452452 2.83702188482
252.702702703 2.96945665606
252.952952953 3.07288885289
253.203203203 3.00578024526
253.453453453 3.09979215598
253.703703704 3.18308109078
253.953953954 2.95193969932
254.204204204 3.06574470643
254.454454454 3.14981120465
254.704704705 3.11388077309
254.954954955 2.86056224712
255.205205205 2.9320506033
255.455455455 3.08993748414
255.705705706 2.92485228456
255.955955956 2.97828099787
256.206206206 3.13792126327
256.456456456 2.90476315831
256.706706707 2.99394928391
256.956956957 3.12222001715
257.207207207 2.87757815545
257.457457457 2.8742404182
257.707707708 3.15184575672
257.957957958 3.00388537749
258.208208208 3.01393769064
258.458458458 2.89342403693
258.708708709 2.93882828027
258.958958959 2.8953381576
259.209209209 3.13244400736
259.459459459 2.97091699533
259.70970971 3.22296414144
259.95995996 3.01451577679
260.21021021 3.03538712431
260.46046046 2.88598275669
260.710710711 3.09593795646
260.960960961 2.88873327836
261.211211211 3.02493046086
261.461461461 3.10735143644
261.711711712 2.97323986028
261.961961962 2.92414494281
262.212212212 2.98269570376
262.462462462 3.23203182715
262.712712713 2.9848727874
262.962962963 2.97489057282
263.213213213 2.94640686182
263.463463463 3.15528184029
263.713713714 3.00189796567
263.963963964 3.16123456564
264.214214214 3.01226403155
264.464464464 3.01465465726
264.714714715 3.36178007105
264.964964965 3.11169024187
265.215215215 3.05811286623
265.465465465 2.98031331896
265.715715716 3.07493635042
265.965965966 2.96572216953
266.216216216 2.78545342257
266.466466466 3.16597083433
266.716716717 3.25214269139
266.966966967 2.87985086181
267.217217217 3.07062339359
267.467467467 2.93335475893
267.717717718 3.10343393246
267.967967968 3.12261701057
268.218218218 2.83701688741
268.468468468 3.12533556834
268.718718719 2.91389659258
268.968968969 3.15804202319
269.219219219 3.18098488067
269.469469469 3.04634930177
269.71971972 3.14375267225
269.96996997 3.06760347947
270.22022022 3.02987147362
270.47047047 3.01610145935
270.720720721 2.91163978619
270.970970971 2.94378860868
271.221221221 3.20831015035
271.471471471 2.9657775303
271.721721722 2.94869208499
271.971971972 3.11354959585
272.222222222 3.12815102029
272.472472472 3.03870206943
272.722722723 3.04405096364
272.972972973 3.04633760097
273.223223223 3.04681201242
273.473473473 2.99558932408
273.723723724 3.07333920656
273.973973974 2.95550649875
274.224224224 3.02878706505
274.474474474 3.12931281289
274.724724725 3.10827215411
274.974974975 3.17797283541
275.225225225 3.29926201361
275.475475475 3.08014730479
275.725725726 3.02462220841
275.975975976 3.12688414125
276.226226226 3.1478666507
276.476476476 3.16784412827
276.726726727 2.907445428
276.976976977 3.02783348412
277.227227227 3.11607359076
277.477477477 2.97948584538
277.727727728 3.01796133311
277.977977978 2.88943788776
278.228228228 3.24186906066
278.478478478 2.99880693037
278.728728729 3.05737098895
278.978978979 3.1520958046
279.229229229 3.12842772474
279.479479479 3.21998283526
279.72972973 3.05726055306
279.97997998 3.28286058237
280.23023023 3.1249300768
280.48048048 3.16844885104
280.730730731 3.06597781452
280.980980981 3.03720494702
281.231231231 3.18053465456
281.481481481 3.03031605464
281.731731732 3.0693911008
281.981981982 3.09696536363
282.232232232 3.1269337329
282.482482482 3.03566256156
282.732732733 3.01229128939
282.982982983 3.2865975423
283.233233233 3.0556091707
283.483483483 2.9145463684
283.733733734 3.14158574134
283.983983984 3.00008007539
284.234234234 3.19031493844
284.484484484 2.97329838541
284.734734735 3.25161489802
284.984984985 3.03241739671
285.235235235 2.92810917614
285.485485485 3.192856144
285.735735736 3.22121002682
285.985985986 3.0465817532
286.236236236 3.15306755352
286.486486486 3.32481815646
286.736736737 3.01907782932
286.986986987 3.06576498092
287.237237237 3.07616974986
287.487487487 3.11940533159
287.737737738 3.10477333241
287.987987988 3.09496408783
288.238238238 3.11547406281
288.488488488 3.16801579009
288.738738739 3.02299301522
288.988988989 3.17759735756
289.239239239 3.01584924692
289.489489489 3.15260008447
289.73973974 3.16314046647
289.98998999 3.00291826434
290.24024024 3.12274530182
290.49049049 3.25520067035
290.740740741 3.06648140492
290.990990991 3.14513074608
291.241241241 3.02077819294
291.491491491 3.02587899304
291.741741742 3.13017537166
291.991991992 3.13496579025
292.242242242 3.18508086006
292.492492492 3.02633854948
292.742742743 3.07586881592
292.992992993 3.14113227013
293.243243243 3.02051349455
293.493493493 3.10280922039
293.743743744 3.19270789572
293.993993994 2.89804637999
294.244244244 2.96830300266
294.494494494 3.13600662403
294.744744745 3.17193709418
294.994994995 3.24563770628
295.245245245 3.12021130256
295.495495495 3.11737671586
295.745745746 2.96971709993
295.995995996 3.1483502152
296.246246246 2.92978311566
296.496496496 3.01109783075
296.746746747 3.237082906
296.996996997 2.96293456018
297.247247247 3.1286619193
297.497497497 3.24339822798
297.747747748 3.04699781131
297.997997998 3.12307735166
298.248248248 3.07682829967
298.498498498 3.09768635127
298.748748749 3.19819530695
298.998998999 2.92674742542
299.249249249 3.05486001865
299.499499499 3.06824399507
299.74974975 2.97276314962
300.0 2.99911467521
